,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101141,Hard blow,1,,1,,PHYSIC,,1,,1110202,,,,,,,,,,,,,,,,,3,,1,4,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101142,Hard blow,1,,1,,PHYSIC,,1,,1110102,,,,,,,,,,,,,,,,,3,,1,4,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101151,Round sweep,1,,1,,PHYSIC,,3,,1110202,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101152,Round sweep,1,,1,,PHYSIC,,3,,1110102,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101161,Guard break,,,,,PHYSIC,,,,1110205,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1110205,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101162,Guard break,,,,,PHYSIC,,,,1110105,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1110205,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101171,Uplifting morale,1,,,,OTHER,,0,,,2,,,,,,,,,,,,,,,,,233,1,0,0,1,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101181,Void Spada,1,,1,,PHYSIC,,1,,,2,,,,,,,,,,,,,,,,3,233,1,0,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101191,Shockwave,1,,1,,PHYSIC,,1.5,,,2,,,,,,,,,,,,,,,,3,229,1,4,0,1,ENEMY,0,1,,,DIRECT,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101201,Interception,1,,1,,PHYSIC,,3,,1110206,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101202,Interception,1,,1,,PHYSIC,,3,,1110106,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101211,Flame slash,1,,1,,PHYSIC,,2,,1110207,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101212,Flame slash,1,,1,,PHYSIC,,2,,1110107,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101214,Rock slash,1,,1,,PHYSIC,,2,,1110210,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101215,Rock slash,1,,1,,PHYSIC,,2,,1110110,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101221,Hand-throwing bomb,1,,1,,PHYSIC,,0.3,,,2,,,,,,,,,,,,,,,,3,231,1,0,0,1,ENEMY,0,1,,,OBJECT,1000,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101231,Armor Crusher,1,,1,,PHYSIC,,1.5,,1110203,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110203,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101232,Armor Crusher,1,,1,,PHYSIC,,1.5,,1110203,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110203,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101241,Weapon Crusher,1,,1,,PHYSIC,,1.5,,1110203,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110203,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101242,Weapon Crusher,1,,1,,PHYSIC,,1.5,,1110203,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110203,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101501,Normal bullet,,,,,PHYSIC,,0,,,2,,,,,,,,,,,,,,,,3,231,0,0,0,1,ENEMY,0,,,,DIRECT,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101801,Insanity down,1,,1,,PHYSIC,,3,,1110204,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110204,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200101901,Qi wave,1,,1,,PHYSIC,,5,,,3,,,,,,,,,,,,,,,,3,231,1,0,0,1,ENEMY,0,1,,,DIRECT,,,,,,,,,,,,,,,,,,,,0,,,,,
#Easy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220100001,Yakuza kick,1,,1,,PHYSIC,,2,,1110101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220100003,Yakuza kick,1,,1,,PHYSIC,,2,,1110201,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110201,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220100004,Yakuza kick,1,,1,,PHYSIC,,2,,1110301,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110301,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220100011,Step on,,,,,PHYSIC,,0,,1110101,,,,,,,,,,,,,,,,,,,,0,0,1,ENEMY,0,1,,,WEAPON,1110101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101121,Brain shaker,1,,1,,PHYSIC,,1.5,,1110203,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110203,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101131,Stan,,,,,PHYSIC,,0,,1110202,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,1,,,WEAPON,1110202,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101141,Hard blow,1,,1,,PHYSIC,,1,,1110202,,,,,,,,,,,,,,,,,3,,1,4,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101151,Round sweep,1,,1,,PHYSIC,,3,,1110202,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101161,Guard break,,,,,PHYSIC,,,,1110205,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1110205,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101171,Uplifting morale,1,,,,OTHER,,0,,,2,,,,,,,,,,,,,,,,,233,1,0,0,1,ALL,0,,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101181,Void Spada,1,,1,,PHYSIC,,1,,,2,,,,,,,,,,,,,,,,3,233,1,0,0,1,ENEMY,0,1,,,SELF,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101191,Shockwave,1,,1,,PHYSIC,,1.5,,,2,,,,,,,,,,,,,,,,3,229,1,4,0,1,ENEMY,0,1,,,DIRECT,,,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
220101201,Interception,1,,1,,PHYSIC,,3,,1110206,,,,,,,,,,,,,,,,,3,234,1,0,0,1,ENEMY,0,1,,,WEAPON,1110206,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Thief system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110101,Melt!,1,,1,,PHYSIC,,2,,1010101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110102,Sleep!,1,,1,,PHYSIC,,2,,1010101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110103,Shut up!,1,,1,,PHYSIC,,2,,1010101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110104,Be paralyzed!,1,,1,,PHYSIC,,2,,1010101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110105,Be poisoned!,1,,1,,PHYSIC,,2,,1010101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110106,Give me some money!,1,,1,,PHYSIC,,2,,1010101,,,,,,,,,,,,,,,,,3,,1,0,0,1,ENEMY,0,1,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110107,Hide Attack,1,,,,PHYSIC,,0,,1010103,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1010103,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110108,Back attack,1,,,,PHYSIC,,0,,1010101,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1010101,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110109,Steel attack,1,,,,PHYSIC,,0,,1010102,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1010102,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map ID,scale,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
200110110,Steel attack,1,,,,PHYSIC,,0,,1010102,,,,,,,,,,,,,,,,,,,1,0,0,1,ENEMY,0,,,,WEAPON,1010102,1,,,,,,,,,,,,,,,,,,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,NONE,NONE,NONE,,,,,,,,,,,,,,,,,,,,,
